model,patch_id,p_yes_hedged,p_yes_claims,drop
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_019,0.306391554538711,0.1582059479100598,0.14818560662865118
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_046,0.4416640332629671,0.2976646142063623,0.1439994190566048
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_023,0.2257012172730298,0.0870705853780555,0.13863063189497432
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_011,0.3860125363146464,0.2504131441895055,0.13559939212514088
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_002,0.5341331413555598,0.4121462475936941,0.12198689376186567
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_020,0.5037346918598958,0.3825445598775502,0.12119013198234563
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_016,0.44146956216929,0.3242288669866274,0.11724069518266261
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_037,0.2077233601806551,0.1005042809000576,0.1072190792805975
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_003,0.2728717581234896,0.1671046735684713,0.10576708455501832
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_001,0.3537640630011001,0.2501106955994895,0.10365336740161057
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_014,0.3050479801480499,0.2083663840793715,0.0966815960686784
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_017,0.1532749654016001,0.0568244784093016,0.0964504869922985
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_007,0.9149002837217224,0.8189049559442718,0.09599532777745057
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_040,0.6534755213557011,0.5650308493261839,0.08844467202951722
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_004,0.4430852117258095,0.3559239406462747,0.08716127107953481
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_008,0.1694791191565893,0.1104388973177267,0.05904022183886261
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_025,0.0972777495052784,0.0383619379508315,0.0589158115544469
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_044,0.2282264712913914,0.1696300007394318,0.0585964705519596
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_036,0.3800235723460648,0.3226201740676497,0.05740339827841512
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_045,0.120493180135309,0.0694934739588313,0.0509997061764777
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_043,0.1104513836858589,0.0622435050524508,0.0482078786334081
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_028,0.2490190106891849,0.2054805092314691,0.04353850145771579
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_027,0.0711376183752015,0.028115495671645,0.043022122703556494
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_049,0.0975754912169399,0.0620611932344016,0.035514297982538294
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_029,0.1672271904321858,0.1345327899194545,0.032694400512731314
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_031,0.0774260061999831,0.0489511016817833,0.028474904518199805
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_032,0.0875039096609113,0.061917505349225,0.025586404311686302
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_047,0.1222649387379584,0.097704526520473,0.02456041221748541
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_013,0.0500048729891541,0.0308230037511699,0.0191818692379842
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_048,0.0310191999860814,0.0119406098707968,0.0190785901152846
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_024,0.0609143815777774,0.0429711398796098,0.0179432416981676
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_021,0.0778659437922842,0.0615755205404179,0.016290423251866304
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_034,0.0612879387867613,0.048275055049215,0.013012883737546305
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_022,0.0863474785669299,0.0769389518929877,0.009408526673942194
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_033,0.0430878295126859,0.0337870999096013,0.009300729603084604
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_039,0.3555597034395467,0.3531465246181476,0.0024131788213990757
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_050,0.29726388825544,0.2976644565448304,-0.0004005682893904461
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_035,0.1089900993516472,0.1098344634676807,-0.0008443641160335025
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_005,0.109291708796527,0.1213191268533432,-0.012027418056816203
meta-llama/Meta-Llama-3.1-8B-Instruct,patch_012,0.1529993321888819,0.186647348239395,-0.033648016050513097
